,logFC,AveExpr,t,P.Value,adj.P.Val,B
CREG2,0.0534089850220818,6.45881191002107,0.825495905621367,0.410771355546689,0.554724963601672,-6.37509874625762
CISH,-0.0600987992070543,9.26790943928602,-0.825224665880764,0.410924678610596,0.554880872472243,-6.37531995552435
STX18,-0.0416326712465978,8.6425975480273,-0.8251523255267,0.410965576089588,0.554884955791038,-6.3753789404838
SEC14L3,-0.0565142884402476,6.18447424335213,-0.824769155329399,0.41118224143913,0.555126337939982,-6.37569128501201
AGER,0.0427152481783057,6.90457019194786,0.824626325304744,0.411263022902969,0.555184239247342,-6.37580767747006
ZNF180,0.0454283289698445,7.58015376770157,0.824456522238495,0.411359072128967,0.555262738691865,-6.37594602439081
ENTHD2,0.0516680819887503,7.78603822899561,0.823816400253456,0.411721278809713,0.555700456549157,-6.37646731015308
UBE2Z,-0.0349372205429503,10.3148839192093,-0.823187016336473,0.412077596247376,0.556059797883196,-6.37697946118911
ITIH4,0.0659866252278185,6.72140079803154,0.823131838441583,0.412108843316589,0.556059797883196,-6.37702434286927
PCDHB5,-0.0789610881612566,5.935692292161,-0.8230288843965,0.412167149675052,0.556059797883196,-6.37710807770344
HYDIN,0.0419265088995742,6.07564151569874,0.822970282087813,0.412200340357483,0.556059797883196,-6.37715573565258
TTLL11,0.052152300223808,7.18759934804969,0.822956273508818,0.412208274656281,0.556059797883196,-6.37716712754232
PLEKHN1,0.0640192230323002,7.37072381328117,0.822943977803649,0.412215238878534,0.556059797883196,-6.37717712635127
FAAH2,-0.076561978943313,6.57833773633527,-0.82273329714905,0.412334578262941,0.556112580088511,-6.37734842791852
OR2L13,-0.0688204377958774,6.4071213858018,-0.822688480686429,0.412359967080939,0.556112580088511,-6.37738486198183
DISC1,-0.0467114038667011,7.19057534067503,-0.822673879353965,0.412368239033621,0.556112580088511,-6.37739673188084
GPR39,0.0521103795179991,5.63409555155982,0.82258110142834,0.412420801948914,0.556132275136083,-6.37747214921544
LECT2,-0.0552670392707988,5.59649589569687,-0.822355440587832,0.412548665870929,0.556225460689143,-6.37765554934515
ATG4A,0.0499126956457525,7.63894480799885,0.822313523491587,0.41257241955229,0.556225460689143,-6.37768961092599
ADCYAP1R1,0.0551392138195128,6.09183798023938,0.822225978365401,0.412622032483904,0.556225460689143,-6.37776074403566
CREG1,0.0680784554614249,11.1541844935869,0.822191156860675,0.412641767267101,0.556225460689143,-6.37778903549935
TLN1,-0.0417564411346447,9.95243753831148,-0.822039679649492,0.412727622244416,0.55628736372224,-6.37791209256438
PRKRA,-0.0427697221815357,8.81814499892337,-0.82197615688005,0.41276362917374,0.55628736372224,-6.37796369052611
TMEM184C,-0.0438228872701423,9.33271203984567,-0.821660128051107,0.412942793397114,0.556477636687005,-6.37822033429015
METTL21D,0.0670334380516593,7.40960783792704,0.820475813927781,0.413614624108781,0.557331726093788,-6.37918123591153
POLR2F,0.0440113112960567,10.0104968679407,0.820101557313087,0.413827066390704,0.557549942801636,-6.37948460680246
MEGF11,0.0563829245831862,6.92936671007043,0.820024389048382,0.413870878163819,0.557549942801636,-6.37954714207199
ADD2,0.049504586375245,6.21837522372411,0.819989413306903,0.413890736325889,0.557549942801636,-6.37957548363976
HCFC1R1,0.0469530475259372,8.7222048692598,0.81981566969661,0.413989391127666,0.557631568393072,-6.37971625397615
ZSCAN26,-0.0612488529183919,7.49987630391106,-0.819702301948232,0.4140537710077,0.557667015906767,-6.37980809075938
BTBD6,-0.0472604435956683,8.19771114767231,-0.8196174042324,0.414101987103015,0.557680688762412,-6.37987685635908
