"","Name","K","Kin","Kout","TypeI","TypeII","logFC"
"1126","CD151",1,0,1,2,0,NA
"1127","CD19",11,0,11,2,0,NA
"1128","CD1D",2,0,2,2,0,NA
"1129","CD226",2,0,2,1,0,NA
"1130","CD36",8,0,8,2,0,NA
"1131","CD3G",1,0,1,1,0,NA
"1132","CD6",1,0,1,1,0,NA
"1133","CD80",1,0,1,1,0,NA
"1134","CD8A",1,0,1,1,0,NA
"1135","CD93",9,0,9,2,0,NA
"1136","CDC5L",1,0,1,2,0,NA
"1137","CDCA3",1,0,1,1,0,NA
"1138","CDH24",1,0,1,1,0,NA
"1139","CDK5R2",1,0,1,1,0,NA
"1140","CDK5RAP1",1,0,1,1,0,NA
"1141","CDKN2C",1,0,1,1,0,NA
"1142","CDKN3",1,0,1,1,0,NA
"1143","CENPE",1,0,1,1,0,NA
"1144","CETP",1,0,1,1,0,NA
"1145","CFTR",3,0,3,2,0,NA
"1146","CHAF1B",1,0,1,2,0,NA
"1147","CHCHD3",1,0,1,1,0,NA
"1148","CHMP4C",1,0,1,1,0,NA
"1149","CHRM1",1,0,1,1,0,NA
"1150","CHRM4",3,0,3,2,0,NA
"1151","CHRND",1,0,1,1,0,NA
"1152","CKB",1,0,1,1,0,NA
"1153","CKM",1,0,1,1,0,NA
"1154","CLIC1",2,0,2,2,0,NA
"1155","CLK1",1,0,1,1,0,NA
"1156","CLUAP1",1,0,1,1,0,NA
"1157","CMTM3",3,0,3,1,0,NA
"1158","CNNM3",1,0,1,1,0,NA
"1159","CNOT4",1,0,1,1,0,NA
"1160","CNOT7",1,0,1,2,0,NA
"1161","CNPY4",1,0,1,1,0,NA
"1162","CNTFR",3,0,3,2,0,NA
"1163","COG5",1,0,1,2,0,NA
"1164","COL4A3",1,0,1,2,0,NA
"1165","COL4A4",1,0,1,1,0,NA
"1166","COL4A6",2,0,2,1,0,NA
"1167","COL8A1",2,0,2,1,0,NA
"1168","COMT",2,0,2,2,0,NA
"1169","COPG2",1,0,1,1,0,NA
"1170","CPSF1",5,0,5,1,0,NA
"1171","CREB3L3",1,0,1,2,0,NA
"1172","CREG1",1,0,1,1,0,NA
"1173","CRHR2",1,0,1,2,0,NA
"1174","CRX",1,0,1,2,0,NA
"1175","CRY2",1,0,1,1,0,NA
"1176","CRYM",1,0,1,1,0,NA
"1177","CSF1R",9,0,9,2,0,NA
"1178","CSF2RA",2,0,2,1,0,NA
"1179","CSNK1G2",1,0,1,2,0,NA
"1180","CSTA",1,0,1,1,0,NA
"1181","CTSS",2,0,2,2,0,NA
"1182","CXCL10",2,0,2,2,0,NA
"1183","CXCR3",1,0,1,2,0,NA
"1184","CXCR5",1,0,1,1,0,NA
"1185","DAPK1",2,0,2,1,0,NA
"1186","DBF4",3,0,3,2,0,NA
"1187","DBP",1,0,1,2,0,NA
"1188","DCK",1,0,1,2,0,NA
"1189","DCTPP1",1,0,1,1,0,NA
"1190","DDB1",1,0,1,2,0,NA
"1191","DEAF1",1,0,1,1,0,NA
"1192","DEK",1,0,1,1,0,NA
"1193","DFFA",1,0,1,1,0,NA
"1194","DGCR2",1,0,1,1,0,NA
"1195","DIAPH2",1,0,1,1,0,NA
"1196","DIS3L2",1,0,1,1,0,NA
"1197","DKC1",1,0,1,1,0,NA
"1198","DLGAP4",3,0,3,2,0,NA
"1199","DMAP1",2,0,2,1,0,NA
"1200","DNM3",1,0,1,1,0,NA
"1201","DNMT1",8,0,8,2,0,NA
"1202","DOM3Z",3,0,3,1,0,NA
"1203","DPYSL4",1,0,1,2,0,NA
"1204","DRD3",3,0,3,1,0,NA
"1205","DRD5",2,0,2,1,0,NA
"1206","DTX1",1,0,1,1,0,NA
"1207","DTX2",2,0,2,1,0,NA
"1208","DTX3L",1,0,1,1,0,NA
"1209","DUSP16",1,0,1,1,0,NA
"1210","DUSP9",1,0,1,1,0,NA
"1211","DYNC1I2",1,0,1,1,0,NA
"1212","DYNLT3",1,0,1,2,0,NA
"1213","DYRK1B",1,0,1,1,0,NA
"1214","ECH1",2,0,2,1,0,NA
"1215","ECT2",2,0,2,1,0,NA
"1216","EDA2R",3,0,3,1,0,NA
"1217","EDAR",1,0,1,1,0,NA
"1218","EDN3",1,0,1,2,0,NA
"1219","EEF1B2",2,0,2,2,0,NA
"1220","EIF5",1,0,1,1,0,NA
"1221","ELAC2",1,0,1,1,0,NA
"1222","EMCN",1,0,1,1,0,NA
"1223","EML4",1,0,1,1,0,NA
"1224","ENAH",3,0,3,2,0,NA
"1225","EPB49",3,0,3,2,0,NA
"1226","EPHA4",3,0,3,2,0,NA
"1227","EPHA8",2,0,2,1,0,NA
"1228","EPHB1",1,0,1,2,0,NA
"1229","EPOR",6,0,6,2,0,NA
"1230","ERP27",1,0,1,1,0,NA
"1231","ESR2",6,0,6,2,0,NA
"1232","EXOC5",2,0,2,1,0,NA
"1233","EXOSC10",6,0,6,2,0,NA
"1234","F12",1,0,1,2,0,NA
"1235","FAM124B",2,0,2,1,0,NA
"1236","FATE1",1,0,1,1,0,NA
"1237","FBL",2,0,2,1,0,NA
"1238","FBXW5",1,0,1,1,0,NA
"1239","FBXW7",4,0,4,2,0,NA
"1240","FCGR3A",4,0,4,2,0,NA
"1241","FEZ2",1,0,1,1,0,NA
"1242","FFAR1",1,0,1,1,0,NA
"1243","FFAR2",1,0,1,2,0,NA
"1244","FGFBP1",1,0,1,2,0,NA
"1245","FGFR2",2,0,2,1,0,NA
"1246","FHIT",1,0,1,1,0,NA
"1247","FIZ1",1,0,1,2,0,NA
"1248","FLNC",2,0,2,2,0,NA
"1249","FNTA",2,0,2,1,0,NA
"1250","FOXP1",2,0,2,2,0,NA
"1251","FSHR",3,0,3,2,0,NA
"1252","FUBP1",2,0,2,1,0,NA
"1253","FXYD1",2,0,2,2,0,NA
"1254","FXYD6",1,0,1,1,0,NA
"1255","FZD1",2,0,2,2,0,NA
"1256","FZD5",1,0,1,2,0,NA
"1257","FZD6",1,0,1,2,0,NA
"1258","G3BP1",1,0,1,1,0,NA
"1259","GAB3",3,0,3,1,0,NA
"1260","GABBR1",2,0,2,2,0,NA
"1261","GABRG2",2,0,2,2,0,NA
"1262","GAD2",2,0,2,2,0,NA
"1263","GALR1",1,0,1,2,0,NA
"1264","GANAB",1,0,1,2,0,NA
"1265","GARS",2,0,2,2,0,NA
"1266","GATAD2A",2,0,2,2,0,NA
"1267","GBF1",1,0,1,1,0,NA
"1268","GBP2",2,0,2,2,0,NA
"1269","GCC1",1,0,1,1,0,NA
"1270","GCSH",1,0,1,1,0,NA
"1271","GEMIN6",1,0,1,1,0,NA
"1272","GFRA1",1,0,1,2,0,NA
"1273","GFRA2",1,0,1,2,0,NA
"1274","GHRHR",1,0,1,2,0,NA
"1275","GKAP1",1,0,1,1,0,NA
"1276","GLB1",3,0,3,1,0,NA
"1277","GLI1",1,0,1,1,0,NA
"1278","GLRA2",1,0,1,2,0,NA
"1279","GMEB1",3,0,3,1,0,NA
"1280","GNL3",1,0,1,1,0,NA
"1281","GOLGA3",4,0,4,1,0,NA
"1282","GOLGA4",1,0,1,2,0,NA
"1283","GOSR2",1,0,1,1,0,NA
"1284","GP1BA",1,0,1,1,0,NA
"1285","GPC1",3,0,3,2,0,NA
"1286","GPD1",1,0,1,2,0,NA
"1287","GPNMB",1,0,1,1,0,NA
"1288","GPR37",2,0,2,2,0,NA
"1289","GRIK1",1,0,1,1,0,NA
"1290","GRIK3",1,0,1,1,0,NA
"1291","GRK1",2,0,2,1,0,NA
"1292","GRM3",1,0,1,1,0,NA
"1293","GRM4",2,0,2,1,0,NA
"1294","GRM7",2,0,2,1,0,NA
"1295","GRM8",1,0,1,1,0,NA
"1296","GRP",1,0,1,1,0,NA
"1297","GSTM4",1,0,1,1,0,NA
"1298","GZMA",1,0,1,1,0,NA
"1299","H3F3B",1,0,1,1,0,NA
"1300","HBP1",3,0,3,1,0,NA
"1301","HCRTR2",1,0,1,2,0,NA
"1302","HES1",8,0,8,2,0,NA
"1303","HHIP",1,0,1,1,0,NA
"1304","HIPK1",1,0,1,1,0,NA
"1305","HIST1H1B",1,0,1,1,0,NA
"1306","HIST1H2AB",1,0,1,2,0,NA
"1307","HNRNPA1",4,0,4,2,0,NA
"1308","HNRNPH3",1,0,1,1,0,NA
"1309","HNRNPR",1,0,1,1,0,NA
"1310","HOXB2",1,0,1,2,0,NA
"1311","HOXB6",2,0,2,2,0,NA
"1312","HPCAL4",1,0,1,1,0,NA
"1313","HSBP1",1,0,1,2,0,NA
"1314","HSD17B10",1,0,1,1,0,NA
"1315","HSPB2",1,0,1,1,0,NA
"1316","HSPB8",1,0,1,1,0,NA
"1317","HTR1A",1,0,1,1,0,NA
"1318","HTR1B",1,0,1,2,0,NA
"1319","HTR2C",3,0,3,2,0,NA
"1320","HTR3A",1,0,1,2,0,NA
"1321","IFNAR2",5,0,5,2,0,NA
"1322","IFNG",2,0,2,1,0,NA
"1323","IGF2R",4,0,4,2,0,NA
"1324","IGFBP1",1,0,1,1,0,NA
"1325","IGFBP2",1,0,1,1,0,NA
"1326","IKZF3",1,0,1,2,0,NA
"1327","IL10RA",2,0,2,2,0,NA
"1328","IL12RB1",1,0,1,2,0,NA
"1329","IL13",1,0,1,1,0,NA
"1330","IL13RA1",1,0,1,2,0,NA
"1331","IL15RA",3,0,3,2,0,NA
"1332","IL17RB",1,0,1,2,0,NA
"1333","IL18R1",2,0,2,2,0,NA
"1334","IL18RAP",2,0,2,2,0,NA
"1335","IL1R1",4,0,4,2,0,NA
"1336","IL1RL1",1,0,1,2,0,NA
"1337","IL21R",1,0,1,1,0,NA
"1338","IL3",2,0,2,2,0,NA
"1339","IL31RA",2,0,2,2,0,NA
"1340","IL7R",5,0,5,2,0,NA
"1341","IL9R",1,0,1,2,0,NA
"1342","INA",1,0,1,1,0,NA
"1343","INHBC",1,0,1,2,0,NA
"1344","INPP5K",1,0,1,1,0,NA
"1345","IPO5",2,0,2,2,0,NA
"1346","ITGAL",4,0,4,2,0,NA
"1347","ITGAX",3,0,3,2,0,NA
"1348","ITGB1BP1",3,0,3,1,0,NA
"1349","ITGB4",5,0,5,2,0,NA
"1350","ITGB7",5,0,5,2,0,NA
"1351","ITM2B",1,0,1,1,0,NA
"1352","ITM2C",1,0,1,2,0,NA
"1353","ITPR2",1,0,1,2,0,NA
"1354","ITSN2",3,0,3,1,0,NA
"1355","JAM2",1,0,1,1,0,NA
"1356","JAM3",1,0,1,1,0,NA
"1357","KCMF1",1,0,1,1,0,NA
"1358","KCNA2",1,0,1,2,0,NA
"1359","KCNJ15",1,0,1,1,0,NA
"1360","KCNMB1",1,0,1,1,0,NA
"1361","KCNQ5",1,0,1,1,0,NA
"1362","KCTD15",1,0,1,2,0,NA
"1363","KHDRBS2",2,0,2,2,0,NA
"1364","KHSRP",3,0,3,2,0,NA
"1365","KIF11",1,0,1,1,0,NA
"1366","KIF1C",1,0,1,1,0,NA
"1367","KIF20B",1,0,1,1,0,NA
"1368","KIF23",2,0,2,1,0,NA
"1369","KLHL20",2,0,2,1,0,NA
"1370","KLK1",1,0,1,2,0,NA
"1371","KLK3",1,0,1,1,0,NA
"1372","KREMEN1",1,0,1,1,0,NA
"1373","KRIT1",1,0,1,2,0,NA
"1374","KRT20",1,0,1,1,0,NA
"1375","KRT5",2,0,2,1,0,NA
"1376","KRT8",4,0,4,1,0,NA
"1377","LAMA1",4,0,4,2,0,NA
"1378","LAMA3",1,0,1,1,0,NA
"1379","LAT",1,0,1,2,0,NA
"1380","LBP",1,0,1,1,0,NA
"1381","LEPR",6,0,6,2,0,NA
"1382","LHCGR",3,0,3,2,0,NA
"1383","LHX3",2,0,2,2,0,NA
"1384","LILRB1",1,0,1,2,0,NA
"1385","LILRB2",1,0,1,2,0,NA
"1386","LIN7C",1,0,1,1,0,NA
"1387","LMNB1",5,0,5,2,0,NA
"1388","LOXL4",1,0,1,1,0,NA
"1389","LPA",1,0,1,1,0,NA
"1390","LPAR2",1,0,1,1,0,NA
"1391","LPHN1",3,0,3,2,0,NA
"1392","LRP10",1,0,1,2,0,NA
"1393","LRP12",2,0,2,1,0,NA
"1394","LRP5",1,0,1,1,0,NA
"1395","LRP8",4,0,4,2,0,NA
"1396","LRSAM1",3,0,3,2,0,NA
"1397","LSM2",2,0,2,2,0,NA
"1398","LSM4",2,0,2,2,0,NA
"1399","LTBP4",1,0,1,1,0,NA
"1400","LTBR",2,0,2,2,0,NA
"1401","LYL1",1,0,1,1,0,NA
"1402","MADD",1,0,1,1,0,NA
"1403","MAFA",2,0,2,2,0,NA
"1404","MAP1LC3A",1,0,1,1,0,NA
"1405","MAP1S",1,0,1,1,0,NA
"1406","MAP3K10",5,0,5,2,0,NA
"1407","MAPKBP1",1,0,1,1,0,NA
"1408","MATR3",3,0,3,2,0,NA
"1409","MC1R",1,0,1,1,0,NA
"1410","MC3R",1,0,1,1,0,NA
"1411","MC5R",1,0,1,1,0,NA
"1412","MCHR1",1,0,1,2,0,NA
"1413","MDC1",1,0,1,1,0,NA
"1414","MED28",3,0,3,1,0,NA
"1415","MEGF11",1,0,1,1,0,NA
"1416","MERTK",1,0,1,2,0,NA
"1417","MITF",2,0,2,2,0,NA
"1418","MLF1IP",6,0,6,2,0,NA
"1419","MMP13",1,0,1,1,0,NA
"1420","MMP9",10,0,10,2,0,NA
"1421","MOAP1",5,0,5,2,0,NA
"1422","MPL",1,0,1,1,0,NA
"1423","MPP2",1,0,1,1,0,NA
"1424","MRFAP1L1",1,0,1,2,0,NA
"1425","MRPL37",1,0,1,1,0,NA
"1426","MS4A1",1,0,1,1,0,NA
"1427","MSH6",1,0,1,1,0,NA
"1428","MTF2",3,0,3,1,0,NA
"1429","MTNR1A",2,0,2,1,0,NA
"1430","MUTYH",1,0,1,1,0,NA
"1431","MVP",1,0,1,2,0,NA
"1432","MYH9",3,0,3,2,0,NA
"1433","MYL2",1,0,1,2,0,NA
"1434","MYO7A",5,0,5,2,0,NA
"1435","MYOD1",7,0,7,2,0,NA
"1436","MYOZ1",2,0,2,1,0,NA
"1437","NAGPA",1,0,1,1,0,NA
"1438","NAT14",1,0,1,1,0,NA
"1439","NCBP1",4,0,4,2,0,NA
"1440","NCOA5",1,0,1,1,0,NA
"1441","NCR3",1,0,1,2,0,NA
"1442","NCSTN",1,0,1,1,0,NA
"1443","NDUFA6",1,0,1,1,0,NA
"1444","NEFM",1,0,1,1,0,NA
"1445","NEU4",1,0,1,1,0,NA
"1446","NF1",1,0,1,1,0,NA
"1447","NFKBIZ",1,0,1,2,0,NA
"1448","NGEF",4,0,4,1,0,NA
"1449","NHLH1",1,0,1,1,0,NA
"1450","NIPSNAP1",1,0,1,2,0,NA
"1451","NIT1",1,0,1,1,0,NA
"1452","NLGN2",2,0,2,1,0,NA
"1453","NOC4L",2,0,2,2,0,NA
"1454","NONO",4,0,4,1,0,NA
"1455","NOS1AP",2,0,2,2,0,NA
"1456","NPR1",1,0,1,1,0,NA
"1457","NPY",1,0,1,2,0,NA
"1458","NR2E3",2,0,2,2,0,NA
"1459","NRF1",2,0,2,2,0,NA
"1460","NRXN1",2,0,2,2,0,NA
"1461","NRXN2",4,0,4,2,0,NA
"1462","NTRK3",2,0,2,2,0,NA
"1463","NUDT5",1,0,1,1,0,NA
"1464","NUP210",1,0,1,1,0,NA
"1465","NUP50",1,0,1,1,0,NA
"1466","NXF1",9,0,9,2,0,NA
"1467","OPRL1",1,0,1,2,0,NA
"1468","OPRM1",3,0,3,2,0,NA
"1469","OXTR",1,0,1,2,0,NA
"1470","PAG1",2,0,2,1,0,NA
"1471","PAN2",1,0,1,1,0,NA
"1472","PARD6G",1,0,1,1,0,NA
"1473","PARVB",1,0,1,1,0,NA
"1474","PAX2",3,0,3,1,0,NA
"1475","PCDH8",1,0,1,1,0,NA
"1476","PCSK7",1,0,1,1,0,NA
"1477","PCYT1A",1,0,1,1,0,NA
"1478","PDCD10",1,0,1,1,0,NA
"1479","PDCD2",1,0,1,1,0,NA
"1480","PDCD5",1,0,1,1,0,NA
"1481","PDE3B",1,0,1,1,0,NA
"1482","PDHX",1,0,1,1,0,NA
"1483","PDIA6",1,0,1,1,0,NA
"1484","PEX10",1,0,1,1,0,NA
"1485","PEX14",1,0,1,1,0,NA
"1486","PEX7",1,0,1,2,0,NA
"1487","PHACTR1",1,0,1,1,0,NA
"1488","PHLDA1",1,0,1,2,0,NA
"1489","PIK3C2B",1,0,1,1,0,NA
"1490","PIK3C3",1,0,1,1,0,NA
"1491","PLA2R1",1,0,1,2,0,NA
"1492","PLAA",1,0,1,1,0,NA
"1493","PLAU",1,0,1,1,0,NA
"1494","PLEKHJ1",1,0,1,1,0,NA
"1495","PLXNA2",1,0,1,2,0,NA
"1496","POGZ",1,0,1,1,0,NA
"1497","POLB",1,0,1,1,0,NA
"1498","POLD1",1,0,1,1,0,NA
"1499","POLR2D",3,0,3,2,0,NA
"1500","POLR2E",4,0,4,2,0,NA
"1501","POU2F2",2,0,2,2,0,NA
"1502","PPA1",2,0,2,1,0,NA
"1503","PPP1R10",1,0,1,1,0,NA
"1504","PPP1R16A",6,0,6,2,0,NA
"1505","PPP1R2",3,0,3,1,0,NA
"1506","PPP1R7",1,0,1,1,0,NA
"1507","PPP1R9B",3,0,3,2,0,NA
"1508","PPP5C",3,0,3,2,0,NA
"1509","PRDM1",1,0,1,1,0,NA
"1510","PRDX1",1,0,1,2,0,NA
"1511","PRIM1",1,0,1,1,0,NA
"1512","PRMT5",7,0,7,2,0,NA
"1513","PRPF4B",2,0,2,2,0,NA
"1514","PSG3",1,0,1,1,0,NA
"1515","PSG9",1,0,1,1,0,NA
"1516","PSMA5",1,0,1,2,0,NA
"1517","PSMB1",3,0,3,1,0,NA
"1518","PTAFR",2,0,2,2,0,NA
"1519","PTCH1",1,0,1,2,0,NA
"1520","PTCH2",1,0,1,1,0,NA
"1521","PTGIR",2,0,2,2,0,NA
"1522","PTH1R",2,0,2,1,0,NA
"1523","PTPN7",1,0,1,1,0,NA
"1524","PTPRA",1,0,1,1,0,NA
"1525","PTPRH",5,0,5,2,0,NA
"1526","PTPRJ",2,0,2,2,0,NA
"1527","PTPRM",7,0,7,2,0,NA
"1528","PTPRN",2,0,2,2,0,NA
"1529","PTPRN2",1,0,1,2,0,NA
"1530","PTX3",1,0,1,2,0,NA
"1531","PVR",2,0,2,2,0,NA
"1532","QRSL1",1,0,1,1,0,NA
"1533","RAB11FIP2",5,0,5,2,0,NA
"1534","RAB22A",1,0,1,2,0,NA
"1535","RAB9A",2,0,2,2,0,NA
"1536","RAD18",1,0,1,1,0,NA
"1537","RAI1",1,0,1,2,0,NA
"1538","RAMP1",3,0,3,2,0,NA
"1539","RAMP2",1,0,1,1,0,NA
"1540","RAPGEF4",1,0,1,1,0,NA
"1541","RASA3",1,0,1,1,0,NA
"1542","RASIP1",2,0,2,1,0,NA
"1543","REN",3,0,3,2,0,NA
"1544","RER1",1,0,1,1,0,NA
"1545","RERE",2,0,2,1,0,NA
"1546","REXO1",1,0,1,1,0,NA
"1547","RFC3",1,0,1,1,0,NA
"1548","RGR",1,0,1,2,0,NA
"1549","RGS16",4,0,4,2,0,NA
"1550","RHO",1,0,1,1,0,NA
"1551","RHOQ",3,0,3,2,0,NA
"1552","RIMS2",1,0,1,2,0,NA
"1553","RMI1",1,0,1,1,0,NA
"1554","RND1",1,0,1,2,0,NA
"1555","RND2",1,0,1,2,0,NA
"1556","RNF139",1,0,1,1,0,NA
"1557","RNF183",1,0,1,2,0,NA
"1558","RNF40",2,0,2,1,0,NA
"1559","ROM1",1,0,1,2,0,NA
"1560","ROR2",2,0,2,2,0,NA
"1561","RPL13",2,0,2,1,0,NA
"1562","RPL6",1,0,1,2,0,NA
"1563","RPS25",1,0,1,1,0,NA
"1564","RRBP1",1,0,1,1,0,NA
"1565","RSRC1",1,0,1,1,0,NA
"1566","RTN4",6,0,6,2,0,NA
"1567","RUFY2",1,0,1,2,0,NA
"1568","RXFP1",1,0,1,2,0,NA
"1569","S100A1",2,0,2,1,0,NA
"1570","S100A11",1,0,1,1,0,NA
"1571","S100P",1,0,1,2,0,NA
"1572","S1PR2",1,0,1,1,0,NA
"1573","S1PR5",2,0,2,2,0,NA
"1574","SALL1",1,0,1,1,0,NA
"1575","SARS2",1,0,1,1,0,NA
"1576","SCAF1",1,0,1,1,0,NA
"1577","SCFD1",3,0,3,2,0,NA
"1578","SCIN",1,0,1,2,0,NA
"1579","SCNN1G",1,0,1,1,0,NA
"1580","SCTR",1,0,1,2,0,NA
"1581","SEC31A",1,0,1,1,0,NA
"1582","SELL",7,0,7,2,0,NA
"1583","SEMA3F",2,0,2,1,0,NA
"1584","SEMA4D",1,0,1,2,0,NA
"1585","SEMA5B",2,0,2,1,0,NA
"1586","SENP2",3,0,3,2,0,NA
"1587","SEPT2",3,0,3,2,0,NA
"1588","SEPT5",2,0,2,1,0,NA
"1589","SF3A2",2,0,2,2,0,NA
"1590","SF3B1",5,0,5,1,0,NA
"1591","SF3B4",1,0,1,2,0,NA
"1592","SFI1",1,0,1,1,0,NA
"1593","SHMT1",1,0,1,1,0,NA
"1594","SIGLEC7",1,0,1,1,0,NA
"1595","SIGMAR1",1,0,1,2,0,NA
"1596","SIX1",1,0,1,1,0,NA
"1597","SIX2",1,0,1,1,0,NA
"1598","SLC22A11",1,0,1,1,0,NA
"1599","SLC27A6",3,0,3,1,0,NA
"1600","SLC35E1",1,0,1,1,0,NA
"1601","SLC6A3",2,0,2,2,0,NA
"1602","SLC8A3",1,0,1,1,0,NA
"1603","SMARCC2",2,0,2,1,0,NA
"1604","SMC5",1,0,1,1,0,NA
"1605","SMPD1",1,0,1,2,0,NA
"1606","SMPD3",1,0,1,1,0,NA
"1607","SNAP29",1,0,1,2,0,NA
"1608","SNCG",3,0,3,2,0,NA
"1609","SNX5",3,0,3,1,0,NA
"1610","SON",2,0,2,1,0,NA
"1611","SORL1",2,0,2,2,0,NA
"1612","SORT1",2,0,2,2,0,NA
"1613","SOX9",1,0,1,1,0,NA
"1614","SP110",1,0,1,1,0,NA
"1615","SPAG8",1,0,1,1,0,NA
"1616","SPG20",1,0,1,1,0,NA
"1617","SPSB1",1,0,1,1,0,NA
"1618","SPTA1",2,0,2,1,0,NA
"1619","SPTBN2",1,0,1,2,0,NA
"1620","SREBF2",1,0,1,2,0,NA
"1621","SSTR4",1,0,1,2,0,NA
"1622","ST13",4,0,4,2,0,NA
"1623","ST14",1,0,1,2,0,NA
"1624","STAT1",13,0,13,2,0,NA
"1625","STAT5A",8,0,8,2,0,NA
"1626","STAT6",5,0,5,2,0,NA
"1627","STK3",2,0,2,2,0,NA
"1628","STK38",1,0,1,1,0,NA
"1629","STOM",1,0,1,2,0,NA
"1630","SUGT1",1,0,1,1,0,NA
"1631","SYT7",3,0,3,2,0,NA
"1632","TAC3",1,0,1,1,0,NA
"1633","TACR2",1,0,1,2,0,NA
"1634","TAP2",1,0,1,2,0,NA
"1635","TAX1BP1",4,0,4,1,0,NA
"1636","TBPL1",2,0,2,1,0,NA
"1637","TCF12",1,0,1,2,0,NA
"1638","TEAD4",1,0,1,1,0,NA
"1639","TF",3,0,3,2,0,NA
"1640","TFAM",1,0,1,2,0,NA
"1641","TFAP2B",1,0,1,2,0,NA
"1642","TFG",2,0,2,2,0,NA
"1643","THAP7",2,0,2,1,0,NA
"1644","THBD",1,0,1,2,0,NA
"1645","THEG",1,0,1,1,0,NA
"1646","THOC7",2,0,2,1,0,NA
"1647","THRB",8,0,8,2,0,NA
"1648","TIE1",1,0,1,1,0,NA
"1649","TLK1",1,0,1,1,0,NA
"1650","TLR5",1,0,1,2,0,NA
"1651","TMEM222",1,0,1,2,0,NA
"1652","TNFRSF10C",1,0,1,1,0,NA
"1653","TNFRSF17",1,0,1,1,0,NA
"1654","TNFRSF1B",4,0,4,2,0,NA
"1655","TNFRSF8",4,0,4,1,0,NA
"1656","TNFRSF9",2,0,2,2,0,NA
"1657","TOE1",2,0,2,1,0,NA
"1658","TOPORS",1,0,1,1,0,NA
"1659","TOX4",1,0,1,2,0,NA
"1660","TP53I3",1,0,1,1,0,NA
"1661","TP53RK",1,0,1,1,0,NA
"1662","TP73",1,0,1,2,0,NA
"1663","TPM3",2,0,2,1,0,NA
"1664","TPPP",1,0,1,1,0,NA
"1665","TRAF3IP1",2,0,2,1,0,NA
"1666","TRDMT1",2,0,2,1,0,NA
"1667","TREM2",1,0,1,1,0,NA
"1668","TRHR",1,0,1,2,0,NA
"1669","TRIM11",3,0,3,1,0,NA
"1670","TRIM39",1,0,1,2,0,NA
"1671","TRIM63",1,0,1,1,0,NA
"1672","TRPC4",2,0,2,2,0,NA
"1673","TRPC5",1,0,1,1,0,NA
"1674","TSPYL4",1,0,1,1,0,NA
"1675","TSSC4",1,0,1,1,0,NA
"1676","TTF2",2,0,2,2,0,NA
"1677","TUB",2,0,2,1,0,NA
"1678","TWF2",1,0,1,1,0,NA
"1679","TXNIP",1,0,1,1,0,NA
"1680","UBA2",2,0,2,1,0,NA
"1681","UBE2N",2,0,2,1,0,NA
"1682","UBE2O",1,0,1,2,0,NA
"1683","UBE2V2",1,0,1,1,0,NA
"1684","UCP2",1,0,1,1,0,NA
"1685","UCP3",1,0,1,1,0,NA
"1686","UQCRB",1,0,1,2,0,NA
"1687","UQCRQ",1,0,1,2,0,NA
"1688","UROD",1,0,1,1,0,NA
"1689","USP2",1,0,1,1,0,NA
"1690","USP33",3,0,3,2,0,NA
"1691","UTP3",1,0,1,1,0,NA
"1692","UTP6",1,0,1,1,0,NA
"1693","VANGL1",1,0,1,2,0,NA
"1694","VDAC2",1,0,1,1,0,NA
"1695","VLDLR",1,0,1,2,0,NA
"1696","VPS33B",1,0,1,1,0,NA
"1697","WASF2",6,0,6,2,0,NA
"1698","WASF3",2,0,2,1,0,NA
"1699","WBP4",1,0,1,1,0,NA
"1700","WDR18",1,0,1,1,0,NA
"1701","WDR62",1,0,1,1,0,NA
"1702","WDTC1",1,0,1,1,0,NA
"1703","WNT5B",1,0,1,2,0,NA
"1704","WNT7B",1,0,1,2,0,NA
"1705","WT1",1,0,1,1,0,NA
"1706","XAB2",4,0,4,2,0,NA
"1707","XK",1,0,1,1,0,NA
"1708","XPC",2,0,2,1,0,NA
"1709","XPO5",1,0,1,1,0,NA
"1710","ZBED1",5,0,5,2,0,NA
"1711","ZBTB16",15,0,15,2,0,NA
"1712","ZBTB25",1,0,1,1,0,NA
"1713","ZC3H7B",1,0,1,1,0,NA
"1714","ZFPM2",2,0,2,1,0,NA
"1715","ZNF165",1,0,1,1,0,NA
"1716","ZNF219",2,0,2,1,0,NA
"1717","ZNF263",1,0,1,2,0,NA
"1718","ZNF346",1,0,1,1,0,NA
"1719","ZNF408",2,0,2,1,0,NA
"1720","ZNF746",1,0,1,1,0,NA
"1721","ZNF764",1,0,1,1,0,NA
"1722","ZW10",1,0,1,2,0,NA
